TRAVEL_ID,TRAVELER_ID,TRAVEL_PURPOSE
e_e006161,e006161,11;21;22;5;6
e_e006195,e006195,4;5;6;7;9
e_e006309,e006309,1;21;23;24;4
e_e006466,e006466,21;22;26
e_e006553,e006553,11;22;24;26;3
e_e006570,e006570,3
e_e006845,e006845,24;26;27;3;4
e_e006857,e006857,2;21;22;24;6
e_e006917,e006917,2;24;3
e_e007167,e007167,2;5;4
e_e007268,e007268,10;8
e_e007368,e007368,1;2;22
e_e007496,e007496,22;26;3
e_e007714,e007714,2;21;22;26;4
e_e007762,e007762,2;4;5;6;9
e_e007844,e007844,21;6
e_e008048,e008048,22;25
e_e008226,e008226,22
e_e009028,e009028,1;22;5
e_e009287,e009287,1;22;27;3;6
e_e009659,e009659,25;25
e_e010104,e010104,11;21;5;6;9
e_e010239,e010239,1;21;22;24
e_e010251,e010251,24;4
e_e010265,e010265,2;22;24;4
e_e010831,e010831,2;22;24;26;4
e_e011371,e011371,21;22;24;3
e_e011693,e011693,2;22;5
e_e011784,e011784,24
e_e012167,e012167,24;27;3
e_e012497,e012497,21;22;26;24;9;1;13;12;2
e_e012710,e012710,11;12;21;22;26
e_e013031,e013031,11;22;26;4
e_e013032,e013032,4;8
e_e013035,e013035,3;12;21;22;28;26
e_e013041,e013041,5;21;22;27
e_e013050,e013050,10;3;4;5
e_e013053,e013053,10;23;4
e_e013069,e013069,2;24
e_e013070,e013070,21;6
e_e013077,e013077,21;21
e_e013101,e013101,23;4
e_e013103,e013103,1;21;22;27;4
e_e013106,e013106,24;6
e_e013125,e013125,2;22;26;6
e_e013127,e013127,2;22;9
e_e013128,e013128,2;22;26
e_e013134,e013134,2;4
f_f000270,f000270,22;27;4;6;9
f_f000339,f000339,2;22;5;8
f_f000391,f000391,22;3;6
f_f000396,f000396,21;22;24;3;4
f_f000402,f000402,7;1;22;26
f_f000418,f000418,12;2;22;3;6
f_f000438,f000438,2;22;23;4;5
f_f000439,f000439,1;2;21;22;6
f_f000450,f000450,11;25;27;3;9
f_f000471,f000471,11;13;22;3;6
f_f000480,f000480,11;2;22;3;4
f_f000491,f000491,21;22;24;27;3
f_f000501,f000501,2;21;22;28
f_f000512,f000512,23;4;1;12;21;22;26;13
f_f000527,f000527,1;11;2;22;5
f_f000563,f000563,22;24;26;4;5
f_f000588,f000588,1;22;5
f_f000590,f000590,1;2;22;23;5
f_f000674,f000674,22;28;3;5
f_f000681,f000681,1;2;3;4;5
f_f000786,f000786,1;2;26;10;5;26;4;12
f_f000794,f000794,21;23;24;4;9
f_f000804,f000804,11;13;22;1
f_f000814,f000814,23
f_f000854,f000854,1;10;22;4;5
f_f000858,f000858,2;25;6
f_f000861,f000861,25;4
f_f000895,f000895,3;22;28
f_f000906,f000906,21;6
f_f000919,f000919,13;22;26;4;7
f_f000929,f000929,1;10;11;2;5
f_f000955,f000955,22;26;5
f_f000957,f000957,2;5;22
f_f000988,f000988,4;21;22;24;26;27;3;2
f_f001063,f001063,3;2;4;5;11;21;27;24;23;22;26;6;9
f_f001111,f001111,1;4;5;6;7
f_f001132,f001132,8
f_f001151,f001151,9
f_f001164,f001164,1;10;11;22;23;21;6;4;24;26
f_f001197,f001197,1;10;21;22;23
f_f001215,f001215,22;27;28;3
f_f001223,f001223,2;22;24;26;28
f_f001234,f001234,22;5;8;9
f_f001250,f001250,1;21;26;4;7;23
f_f001254,f001254,2;22;26;28;6
f_f001278,f001278,3;23;4;6;24;26;2;21;27;13
f_f001309,f001309,5;10;23;22
f_f001311,f001311,12;22;24;3;4
f_f001353,f001353,10;22;23;5;6
f_f001354,f001354,27;28;21;11;8
f_f001378,f001378,2;4;23;12;24
f_f001392,f001392,4;21;24;1
f_f001448,f001448,12;4;6;7;9
f_f001476,f001476,1;2;3;6;9;11;22;24;26
f_f001477,f001477,22;24;23;27;5
f_f001504,f001504,13;24;3
f_f001523,f001523,22;23;26;4;9
f_f001533,f001533,2;1;23;22;26;10;12
f_f001543,f001543,12;2;21;22;24
f_f001546,f001546,22;23;4;6
f_f001569,f001569,22;27;4
f_f001575,f001575,21;22;23;24;9
f_f001609,f001609,22;26;28;4;9
f_f001615,f001615,2;22;3;5;8
f_f001621,f001621,2;21;5
f_f001624,f001624,22;24;8;9
f_f001641,f001641,11;12;2;3
f_f001644,f001644,11;22;24;3;5
f_f001646,f001646,1;22;24;8
f_f001650,f001650,1;21;26;4;8
f_f001660,f001660,21;22;24;26
f_f001668,f001668,1;2;4;5;6
f_f001689,f001689,11;2;21;26;27
f_f001701,f001701,3
f_f001708,f001708,2
f_f001721,f001721,7;1;24;27
f_f001722,f001722,6;9;4;21;24;27
f_f001725,f001725,22;3;1;21
f_f001736,f001736,22;27;9
f_f001742,f001742,1;4;3;2
f_f001764,f001764,27;28;26;22
f_f001769,f001769,10;21;28;3;8
f_f001783,f001783,13;2;5
f_f001788,f001788,1;2;6;7;9
f_f001808,f001808,1;11;13;22
f_f001833,f001833,4;5
f_f001834,f001834,12;22;5;6
f_f001836,f001836,11;2;22;23;26
f_f001837,f001837,2;27;5;8;9
f_f001863,f001863,10;21;23;4;6
f_f001871,f001871,22;26;27;4;6
f_f001873,f001873,1;2;4;5;6;25;24;27;9;21;22;9
f_f001876,f001876,3
f_f001884,f001884,9;6
f_f001888,f001888,1;22;23;24;26
f_f001890,f001890,1;2;3;4;7
f_f001893,f001893,22;27;3;4;6
f_f001900,f001900,22;24;5;6;9
f_f001903,f001903,10;21;22;27;28
f_f001904,f001904,1;21;22;23;26
f_f001907,f001907,1;22;24;26
f_f001909,f001909,9
f_f001915,f001915,1;2;4;5;6
f_f001920,f001920,2;22;23;4;6
f_f001928,f001928,21;22;3;4;7
f_f001929,f001929,2;5;8;10;23;22;26;28
f_f001931,f001931,21;24;26;27
f_f001943,f001943,1;13;28;3;6
f_f001953,f001953,11;24;27;28;5
f_f001964,f001964,4
f_f001984,f001984,1;3
f_f002001,f002001,2;21;22;4;5
f_f002018,f002018,11;2;22;3;6
f_f002023,f002023,6;9;21;22;24;5;7
f_f002026,f002026,23;3
f_f002052,f002052,1;21;22;4;6
f_f002079,f002079,1;2;3;4;7
f_f002081,f002081,2;21;22;27
f_f002085,f002085,22;3;4;6;9
f_f002086,f002086,3;21;22;24;26;27;28
f_f002092,f002092,10;22;23;26;24;4
f_f002106,f002106,2;21;22;24;9
f_f002113,f002113,22;27;3
f_f002124,f002124,1;22;23;26;7
f_f002125,f002125,1;26;4
f_f002440,f002440,22;3
f_f002532,f002532,12;22;26;5
f_f002562,f002562,24
f_f002566,f002566,23;4
f_f002679,f002679,1;5;10;21;22;23;24;26
f_f002688,f002688,1;22;26
f_f002693,f002693,1;22;4
f_f002706,f002706,22;26;6
f_f002717,f002717,21;22;23;24;27
f_f002741,f002741,1;6;9;21;22;24;26;27
f_f002780,f002780,2;22;23;3;4
f_f002812,f002812,1;2;3;4;5
f_f002829,f002829,2;22;23
f_f002837,f002837,6;3
f_f002852,f002852,2;10;21;24;27
f_f002861,f002861,21;21;4;4;21;4
f_f002875,f002875,22;24;26;5;7
f_f002887,f002887,21;22;24;26
f_f002910,f002910,2;24;6
f_f002915,f002915,7;3;13;3
f_f002932,f002932,21;22;23;24;27
f_f002947,f002947,1;2;22;3;6
f_f002955,f002955,22;3;4;5;8
f_f002974,f002974,5;12;22;26
f_f002976,f002976,1;21;22;26;3
f_f003169,f003169,11;22;4;6
f_f003191,f003191,21;24;3;4;6
f_f003204,f003204,2
f_f003205,f003205,1;12;22;6
f_f003206,f003206,21;22;28
f_f003213,f003213,2;1;6
f_f003214,f003214,1;21
f_f003219,f003219,12;2;21;3;6
f_f003220,f003220,1;11;22
f_f003235,f003235,21;24;27
f_f003243,f003243,21
f_f003249,f003249,2;21;22;26
f_f003253,f003253,1;6;9;22;21;26
f_f003259,f003259,21;22
f_f003268,f003268,12;22
f_f003269,f003269,3;22
f_f003328,f003328,1;2;4;6;9
f_f003341,f003341,28
f_f003346,f003346,1;2;5;4;28;27;26;25;24;23;22;21
f_f003358,f003358,1;6;9
f_f003378,f003378,22;26;4
f_f003388,f003388,1;2;6
f_f003391,f003391,1;26
f_f003392,f003392,21;22
f_f003394,f003394,22;24;3;6;9
f_f003397,f003397,3
f_f003404,f003404,1;2;22;27
f_f003425,f003425,21;22;24;26;27
f_f003429,f003429,3
f_f003430,f003430,2;21;22;24;6
f_f003458,f003458,21;22;24;26
f_f003481,f003481,28
f_f003487,f003487,22;8
f_f003510,f003510,22;3;26
f_f003520,f003520,6
f_f003536,f003536,1;5;7;22;26
f_f003551,f003551,21;22;24;26;4
f_f003625,f003625,2;22;4;6
f_f003630,f003630,21;22;23;26;27
f_f003647,f003647,22;27;28
f_f003705,f003705,22
f_f003858,f003858,1;22;26;4;9
f_f003899,f003899,1;22;3
f_f003918,f003918,12;22;28;9
f_f003965,f003965,12;22;26
f_f004009,f004009,22;24;5
f_f004044,f004044,1;22
f_f004148,f004148,2
f_f004172,f004172,22;26;6
f_f004300,f004300,23
f_f004382,f004382,21;22;26
f_f004391,f004391,21;22;4;5;6
f_f004425,f004425,4;22;21;23;24;26
f_f004454,f004454,22;6
f_f004460,f004460,23;26;1
f_f004486,f004486,22;24;26;5
f_f004503,f004503,10;22;28;4;5
f_f004543,f004543,21;22;3
f_f004563,f004563,2;3;5;6;9
f_f004658,f004658,1;21;6
f_f004668,f004668,22;24;26;5
f_f004670,f004670,1;2;21;22;4
f_f004700,f004700,26;24;22;10
f_f004712,f004712,27;28;3;5;6
f_f004728,f004728,1;21;22;23;24
f_f004736,f004736,21;22
f_f004804,f004804,13;24;3;4
f_f004859,f004859,5;8
f_f004925,f004925,2;22
f_f004926,f004926,10;2;21;4;5
f_f004927,f004927,1;22;23;5
f_f004983,f004983,1;10;2;21;22
f_f005000,f005000,21;23;26;27;28
f_f005025,f005025,1;2;21;22;23
f_f005026,f005026,1;22;3
f_f005072,f005072,21;22;5
f_f005087,f005087,22;28;4
f_f005101,f005101,21;22;5
f_f005165,f005165,2;3;21;22;26;28
f_f005175,f005175,1;4;5;7;9;12;21;22;23;24;26
f_f005277,f005277,22
f_f005286,f005286,1;22;25;4
f_f005335,f005335,1;22;23;5;7
f_f005352,f005352,1;21;22;23;4
f_f005354,f005354,10;22;23;26;5
f_f005373,f005373,1;2;3;4;5
f_f005375,f005375,1;22;26;5;8
f_f005380,f005380,1;12;4;5;9
f_f005404,f005404,22;24;27;5;8
f_f005411,f005411,22;23;4
f_f005461,f005461,1;13;23;26;3
f_f005486,f005486,2;6;24
f_f005522,f005522,1;21;22;26;27
f_f005534,f005534,21
f_f005537,f005537,3;4;5;24;23
f_f005555,f005555,10;21;22;23;7
f_f005568,f005568,1;22;23;26;7
f_f005665,f005665,1;21;22;4
f_f005696,f005696,2;5
f_f005706,f005706,21;6;24;22
f_f005722,f005722,22
f_f005745,f005745,1;2;4;5;6
f_f005820,f005820,1;12;2;22;6
f_f005826,f005826,10;11;2;22;5
f_f006011,f006011,22;26;5;9
f_f006012,f006012,1;2;22;3
f_f006040,f006040,2;22;26;21
f_f006152,f006152,22;24;6
f_f006190,f006190,10;22;24;5;7
f_f006202,f006202,24;25;27
f_f006204,f006204,3;22;23;4;1;21
f_f006208,f006208,22;23;24;26;9
f_f006217,f006217,22;23;5
f_f006256,f006256,5;26;24;22;12;23
f_f006515,f006515,1;2;21;26;6
f_f006535,f006535,1;2;5;6;9
f_f006544,f006544,1;24;4
f_f006600,f006600,2;22;25;5
f_f006623,f006623,1;2;22;23;6
f_f006676,f006676,1;2;4;5;6
f_f006712,f006712,1;21;4;5;7
f_f006742,f006742,10;25;26
f_f006747,f006747,12;2;22;5
f_f006892,f006892,1;4;2;22;23;1
f_f006904,f006904,1;2;25
f_f006909,f006909,5;4;22;26;23;24;1;4;21
f_f006911,f006911,10;4
f_f006922,f006922,1;2;23;4;5
f_f007011,f007011,1;11;3;6;9
f_f007066,f007066,22;6;4;24;26;21
f_f007097,f007097,2;22;24;4
f_f007127,f007127,4;7;11;22;24;26
f_f007328,f007328,21;22;28;3;5
f_f007411,f007411,10;4;1;23;6
f_f007485,f007485,22;24;28
f_f007507,f007507,21;22;23;26;27
f_f007553,f007553,1;10;22;23;6
f_f007556,f007556,22;26
f_f007635,f007635,1;22;23;24;4
f_f007750,f007750,11;21;22;28;5
f_f007805,f007805,1;21;22;27;28
f_f007808,f007808,13;21;22;3;6
f_f007860,f007860,2;21;22;4;5
f_f007866,f007866,5;26;27;23
f_f007867,f007867,4;2;22;23
f_f007870,f007870,27;28;4;5;7
f_f009444,f009444,22;23;26;27;25;3;2;1;4;24;21
f_f009695,f009695,28;22;23;4;21;24
f_f009748,f009748,2;3;26
f_f010610,f010610,10;21;22;23;24
f_f012746,f012746,1;2;3;4;5
f_f012985,f012985,2;22;5
f_f013024,f013024,2;22;3
f_f013037,f013037,1;22;26;5
f_f016350,f016350,22;26;6
g_g000201,g000201,1;10;2;3;5
g_g000216,g000216,12;2;23;3;4
g_g000277,g000277,10;21
g_g000279,g000279,11;22;3;9
g_g000283,g000283,21;24
g_g000292,g000292,1;22;26;28;5
g_g000362,g000362,22;24
g_g000363,g000363,1;2;3;4;5
g_g000364,g000364,2;21;27;28;5
g_g000416,g000416,21;22;24;27
g_g000431,g000431,8
g_g000439,g000439,1;22;4
g_g000504,g000504,2;3;4;6;9
g_g000523,g000523,1;22;27;3;4
g_g000539,g000539,21;23;24;25;26
g_g000575,g000575,10;23;27
g_g000634,g000634,21;22;23;24;3
g_g000647,g000647,24;6;8
g_g000682,g000682,1;2;4;7;8
g_g000689,g000689,1;2;4;10;11;22;23;24;6
g_g000731,g000731,26;3;8;9
g_g000737,g000737,13;22;26;3;7
g_g000845,g000845,5;12;5;2;2;1
g_g000846,g000846,10;1;4;8;26;8;1;7
g_g000878,g000878,1;2;21;22;4
g_g000889,g000889,4;3;5;2;22;21;24;13;27;28
g_g000895,g000895,8
g_g001042,g001042,12;3;13;1
g_g001121,g001121,1;12;21;3;4
g_g001125,g001125,4
g_g001141,g001141,11;3
g_g001155,g001155,21;22;27;5;8
g_g001180,g001180,1;12;22;27;5
g_g001188,g001188,22;24;27;5;7
g_g001241,g001241,1;22
g_g001259,g001259,3;4;11;24;22
g_g001275,g001275,13;21;24;2;21
g_g001277,g001277,23
g_g001303,g001303,11;2;21;22;27
g_g001336,g001336,2;10;22;23
g_g001355,g001355,2;21;4;6;9
g_g001373,g001373,3;13;22;24;28;26;9;27;4;6
g_g001558,g001558,2;3;5;11;21;22;27;28;6
g_g001595,g001595,3;7;4;2;13
g_g001738,g001738,2;24;21;26
g_g001742,g001742,11;12;3;4;5
g_g001771,g001771,1;22;4;5;7
g_g001825,g001825,1;22;3;4;5
g_g001831,g001831,1;2;22;26
g_g001873,g001873,4;6;9;22;24;26
g_g001894,g001894,21;3;4;6;7
g_g001897,g001897,1;24;4;6;7
g_g001898,g001898,1;3;4;5;8
g_g001910,g001910,22;23;26;27;3
g_g001911,g001911,9;22
g_g001934,g001934,2;21;22;24;26
g_g001936,g001936,6;9;3;11;21;22;4;27;26;28
g_g001942,g001942,2;3;4;6
g_g001944,g001944,9
g_g001946,g001946,11;8
g_g001953,g001953,10;13;21;23;26
g_g001967,g001967,1;27;23;12
g_g001982,g001982,2;22;24;26;6
g_g002004,g002004,1;10;2;22;23
g_g002012,g002012,22;3;9
g_g002039,g002039,23;4
g_g002054,g002054,10;2;23;24;8
g_g002061,g002061,12;22;25;4
g_g002077,g002077,10;22;3;5;6
g_g002082,g002082,12;2;22;9
g_g002092,g002092,2;22;9
g_g002100,g002100,2;24;27;8
g_g002105,g002105,12;21;22;26
g_g002117,g002117,1;2;26;22
g_g002128,g002128,12;22;4;9
g_g002137,g002137,12;26;9
g_g002141,g002141,22;23;24;4
g_g002146,g002146,22;21
g_g002147,g002147,2;5;7
g_g002158,g002158,11;22;3;6
g_g002174,g002174,21;22;5;6
g_g002184,g002184,12;27;3;4
g_g002191,g002191,23;6
g_g002196,g002196,27;28;3;6
g_g002199,g002199,10;22;4;6
g_g002208,g002208,25;22;6;11;28
g_g002213,g002213,21;22;24;4;6
g_g002226,g002226,1;11;22;5;6
g_g002229,g002229,13;26;3
g_g002243,g002243,1;11;23;5;9
g_g002249,g002249,22;5;8;9;11
g_g002251,g002251,12;4;6;9
g_g002263,g002263,1;22;4
g_g002265,g002265,1;12;2;4;5
g_g002266,g002266,1;2;4;5;6
g_g002269,g002269,11;22;8;1;2
g_g002270,g002270,1;2;21;22;4
g_g002272,g002272,1;2;22;26;6
g_g002277,g002277,1;11;10;27;21
g_g002280,g002280,11;12;2;22;3
g_g002405,g002405,10;11;22;23;9
g_g002406,g002406,6;9;28
g_g002407,g002407,10;5;2;23;22
g_g002408,g002408,2;22;26;3;5
g_g002411,g002411,1;12;21;22;5
g_g002415,g002415,12;2;22
g_g002422,g002422,3;4;24
g_g002423,g002423,21;5
g_g002425,g002425,2;25;26;27;4
g_g002428,g002428,23;2;2
g_g002432,g002432,3;6
g_g002435,g002435,22;26;4;5;7
g_g002444,g002444,22;23
g_g002451,g002451,4;5;9
g_g002454,g002454,2
g_g002458,g002458,1;11;2;22;3
g_g002459,g002459,1;23;24;3;7
g_g002471,g002471,22;26;5
g_g002476,g002476,22;24;27;28
g_g002480,g002480,1;22;23;4
g_g002485,g002485,1;3;4;6;22;26
g_g002487,g002487,1;11;24;28;3
g_g002489,g002489,2;22
g_g002507,g002507,10;2
g_g002511,g002511,4;6
g_g002525,g002525,1;22;24;5
g_g002526,g002526,23;24;25;27;8
g_g002531,g002531,21;22;26
g_g002534,g002534,3;6;12;22;26
g_g002539,g002539,22;4;24;12;26;1
g_g002547,g002547,21;24;26;27
g_g002555,g002555,10;23
g_g002561,g002561,22;24
g_g002563,g002563,1;2;26;4;6
g_g002584,g002584,22;23;24;3;7
g_g002596,g002596,3;6
g_g002597,g002597,1;3
g_g002609,g002609,12;21;22;24;3
g_g002640,g002640,1;2;22;24;9
g_g002650,g002650,22
g_g002663,g002663,2;3;6;7;9
g_g002673,g002673,1;27;4
g_g002678,g002678,2;22;24;26;3
g_g002681,g002681,11;21;6;22
g_g002682,g002682,5;21
g_g002695,g002695,1;2;22;5;7
g_g002721,g002721,3
g_g002724,g002724,1;2;27;3
g_g002734,g002734,10;2;3;4;5
g_g002737,g002737,10;22;23;8
g_g002739,g002739,24;9
g_g002747,g002747,1;2;22
g_g002786,g002786,2;23
g_g002788,g002788,22;3
g_g002791,g002791,3;1;22;26;12
g_g002796,g002796,1;4;5
g_g002803,g002803,22;25
g_g002810,g002810,22;23;24;26;5
g_g002812,g002812,1;4;22;24;6;27
g_g002814,g002814,23;22;5
g_g002817,g002817,23;7
g_g002822,g002822,23;5
g_g002834,g002834,11;21;22;24;27
g_g002840,g002840,21;26;3;4
g_g002878,g002878,27
g_g002913,g002913,27;7
g_g002922,g002922,21;22;25;8
g_g002923,g002923,24
g_g002936,g002936,1;2;22;26;3
g_g002938,g002938,1;3;4;6;7;12;21;22;24;26;27;28
g_g002942,g002942,2;22;23;24;6
g_g002948,g002948,21;22
g_g002960,g002960,22;26;27;3
g_g002962,g002962,12;22;3;6;9
g_g002965,g002965,22
g_g002972,g002972,22;4;5
g_g002997,g002997,9;22;26
g_g003010,g003010,21;24
g_g003033,g003033,1;2;3;4
g_g003041,g003041,1;12;22;23;7
g_g003044,g003044,2;22;26
g_g003048,g003048,2;22;4;6;9
g_g003076,g003076,2;22;4;6;9
g_g003078,g003078,22
g_g003083,g003083,2;23;5;9
g_g003087,g003087,1;22;4
g_g003128,g003128,6;4;3;21;23;5;11;22;11
g_g003131,g003131,1;2;5;4;8;21;22;24;25
g_g003142,g003142,21;22;24;26;27
g_g003148,g003148,13;21;24;26;28
g_g003158,g003158,1;2;3;5;9
g_g003167,g003167,10;22;25;4;6
g_g003175,g003175,23
g_g003188,g003188,2;24;26;5;6
g_g003209,g003209,24;4;8
g_g003219,g003219,21;22;8
g_g003220,g003220,22;3;5;13;2;6;23
g_g003231,g003231,23;22
g_g003245,g003245,2;3;5;6;9
g_g003254,g003254,1;22;25;3;4
g_g003263,g003263,22;23;26
g_g003283,g003283,2;22;24
g_g003313,g003313,1;10;21;4;5
g_g003319,g003319,7;8
g_g003324,g003324,2;22;23;26;27
g_g003327,g003327,2;21;22;5
g_g003330,g003330,1;2;22;4;5
g_g003333,g003333,22;23
g_g003339,g003339,2;21;27;3;5
g_g003363,g003363,28;8
g_g003365,g003365,2;22;26;27;5
g_g003373,g003373,1;21;22;24;3
g_g003392,g003392,10;12;22;23;26
g_g003412,g003412,26;22;23;10
g_g003414,g003414,22;24;3;4;9
g_g003433,g003433,22;26;27;28;4
g_g003462,g003462,1;5;10;22;23
g_g003494,g003494,22;23;5
g_g003501,g003501,1;2;5;6;22;23;4
g_g003513,g003513,1;23;4;11
g_g003523,g003523,21;22;24;26;3
g_g003557,g003557,23;22;4;1;6;21;27;9;3
g_g003592,g003592,25;26;2;23;22
g_g003607,g003607,22;23;26
g_g003620,g003620,22;23
g_g003627,g003627,21;24;6
g_g003628,g003628,11;21;22;24;6
g_g003656,g003656,12;22;23;26;5
g_g003669,g003669,22;23;8
g_g003699,g003699,2;25;4;7;9
g_g003720,g003720,1;10;2;21;22
g_g003767,g003767,7;22;26;28;5
g_g003772,g003772,1;2;22;26;5
g_g003777,g003777,2;22;23;27;6
g_g003788,g003788,21;22;23;24;3
g_g003790,g003790,6
g_g003815,g003815,21;22;26;3;4
g_g003819,g003819,2;21;22;5;8
g_g003842,g003842,2;22;27;3;5
g_g003870,g003870,13;26;3
g_g003872,g003872,2;21;22;23;4
g_g003910,g003910,22;6
g_g003912,g003912,1;21;22;24;26
g_g003916,g003916,2;23;6;9
g_g003953,g003953,2;21;3;6;9
g_g003978,g003978,2;23;6
g_g004017,g004017,21;27;4
g_g004042,g004042,22;23;24
g_g004099,g004099,1;11;2;5;9
g_g004130,g004130,22;23;6
g_g004153,g004153,1;12;22;3;4
g_g004159,g004159,22;22;3;3;6;6;26;26;28;28;24;24;2;2
g_g004164,g004164,11;2;4;6;9
g_g004228,g004228,21;27
g_g004262,g004262,23;4;3
g_g004267,g004267,25;27;5
g_g004299,g004299,1;2;3;5;6
g_g004312,g004312,1;2;4;5;6
g_g004316,g004316,1;10;2;3;5
g_g004321,g004321,2;21;22;23;6
g_g004344,g004344,25;27;8;9;22;21;24;26;5;23;28
g_g004347,g004347,2;23;26;6;5;1;4;10;11;12;21;24;27;22
g_g004363,g004363,2;4
g_g004368,g004368,22;26;5
g_g004374,g004374,2;22;26;5
g_g004386,g004386,12;13;22;23;3
g_g004407,g004407,22;12;3;4;21;23
g_g004426,g004426,1;2;4;5;6
g_g004477,g004477,13;21;22;3;4
g_g004478,g004478,1;2;21;22;3
g_g004507,g004507,8;21;22;24;5;27;28
g_g004512,g004512,2;24
g_g004529,g004529,22;5;6
g_g004557,g004557,12;22;21;24;26;11
g_g004558,g004558,2;22;6
g_g004581,g004581,4
g_g004595,g004595,3;4;5
g_g004599,g004599,2;22;23;24;26
g_g004652,g004652,10;7;22
g_g004666,g004666,22;23;24;27;5
g_g004685,g004685,4;7
g_g004702,g004702,12;22;25;26;3
g_g004743,g004743,1;21;22;3;4
g_g004747,g004747,10;22;26;3;9
g_g004752,g004752,1;2;3;4;6
g_g004767,g004767,1;2;10;22;23
g_g004774,g004774,22;23;24;28;5
g_g004775,g004775,1;2;3;5;6
g_g004797,g004797,21;22;26;3
g_g004801,g004801,1;22;23;4;6
g_g004825,g004825,22;6
g_g004830,g004830,2;22;26;27;4
g_g004837,g004837,24;5;8
g_g004857,g004857,22
g_g004885,g004885,1;22;23;26;3
g_g004898,g004898,1;21;22;3
g_g004899,g004899,10;12;2;22;23
g_g004929,g004929,1;2;3;4;5
g_g004936,g004936,1;2;22;3;5
g_g004947,g004947,1;2;3;5;6
g_g004972,g004972,1;12;2;3
g_g004981,g004981,2;27;8
g_g004995,g004995,21;22;24;26
g_g004998,g004998,1;13;21;3;4
g_g005093,g005093,25
g_g005106,g005106,21;22;5;8;9
g_g005108,g005108,22;24;26;3;4
g_g005140,g005140,2;3;5;6
g_g005196,g005196,26;7;9;12;22;1;6;24;21
g_g005204,g005204,22;5;7
g_g005255,g005255,4;6
g_g005261,g005261,2;23;4;5;6
g_g005281,g005281,2;24;6
g_g005304,g005304,1;2;22;4;5
g_g005315,g005315,22;26
g_g005368,g005368,13;21;25;4;5
g_g005373,g005373,1;2;22;4;6
g_g005458,g005458,12;2;24;28;5
g_g005682,g005682,2;6;1;22;26
g_g005769,g005769,2;21;3;6;8
g_g005893,g005893,10;11;4;5;6
g_g005894,g005894,5;9;2;22;26
g_g005928,g005928,26;5
g_g005979,g005979,1;23;4;5
g_g006099,g006099,1;22;23;3;6
g_g006350,g006350,12;22;3;4
g_g006514,g006514,1;12;2;3;6
g_g009418,g009418,1;22;24;5;8
g_g010417,g010417,3;4;21;22;28;24
g_g011535,g011535,5;10
g_g012206,g012206,21;4
h_h000001,h000001,1;2;21
h_h000008,h000008,2;22;23;24
h_h000009,h000009,10;28;5;9
h_h000010,h000010,21;22;5
h_h000013,h000013,10;2;5
h_h000014,h000014,2;22;5;23;24
h_h000017,h000017,11;2;4;6
h_h000019,h000019,1;22;26;28;5
h_h000020,h000020,11;2;5;6;7
h_h000021,h000021,21;22;24;6
h_h000025,h000025,1;2;3;4;7
h_h000028,h000028,22;26;13;24
h_h000030,h000030,22;8
h_h000031,h000031,22;26
h_h000032,h000032,21;22;23;24;26
h_h000034,h000034,1;2;3;4;5
h_h000037,h000037,23;22;21;28;27;1;2
h_h000038,h000038,1;11;2;4;9
h_h000039,h000039,1;5;7;10;21;22;23;24;27;28;26;4;3;2;12
h_h000042,h000042,23;1;10;3;22;27;24;21
h_h000043,h000043,2;23
h_h000047,h000047,2;22;26;5;6
h_h000049,h000049,1;22;23;26;9
h_h000051,h000051,1;21;22;24
h_h000052,h000052,2;22;24;5;6
h_h000053,h000053,2;21;28;6
h_h000055,h000055,1;11;21;27;28
h_h000057,h000057,22;24;6
h_h000058,h000058,2;24;26;27;5
h_h000060,h000060,21;22;24;3;6
h_h000062,h000062,27;22;5
h_h000065,h000065,2;22;23;8
h_h000068,h000068,2;22;4;5;6
h_h000069,h000069,12;2;23;5;6
h_h000070,h000070,1;2;21;22;3
h_h000073,h000073,1;2;23;26;4
h_h000074,h000074,22;21;22;1;26;9;28
h_h000076,h000076,10;21;22;23;26
h_h000078,h000078,6
h_h000080,h000080,22;23;26
h_h000085,h000085,2;25;27
h_h000086,h000086,21;22;27
h_h000087,h000087,21;22;23
h_h000091,h000091,1;21;22;26;6
h_h000092,h000092,2;22;5
h_h000093,h000093,23;24
h_h000094,h000094,21;22;23;24;26
h_h000095,h000095,1;27
h_h000097,h000097,2;23
h_h000098,h000098,1;2;6
h_h000100,h000100,22;24;26;27;4
h_h000103,h000103,6;13;22;23;10;7;24;1
h_h000104,h000104,11;2;6
h_h000105,h000105,22;27;21;23;26;24;1;7;6
h_h000106,h000106,21;22;24;26;28
h_h000107,h000107,1;2;4;6;9
h_h000108,h000108,22;27
h_h000111,h000111,2;21;22;23;26
h_h000113,h000113,1;5;22;28;4;24;26
h_h000120,h000120,11;21;6
h_h000121,h000121,22;24;25
h_h000123,h000123,5;23;22
h_h000124,h000124,11;6
h_h000125,h000125,11;22;26;5;6
h_h000126,h000126,21;22;23;24;26
h_h000130,h000130,28
h_h000137,h000137,2;24;28;3;6
h_h000138,h000138,1;21;4
h_h000141,h000141,1;2;7
h_h000143,h000143,21;22;23
h_h000147,h000147,2;22;23;24;6
h_h000150,h000150,25;8
h_h000154,h000154,1;22;26;27;4
h_h000155,h000155,1;2
h_h000156,h000156,2;23
h_h000158,h000158,23;24;3;4;7
