VISIT_AREA_TYPE_CD,VISIT_AREA_NM
6,카페 스누피
10,에스앤 가든 MD 숍(스누피 굿즈 숍)
1,오설록 티 뮤지엄 서광 차밭
9,동광육거리
9,남녕마트
9,제주중앙여자고등학교
11,선셋 커피 스탠드
11,미리로
9,카페띠아모 제주 국제공항 국내 선점
11,라화쿵부 청주 성안점
10,올리브영 청주나 보나 스퀘어점
4,애월 더 선셋
4,하르니 카페
3,섭지코지
4,호랑 호랑 카페
12,함덕해수욕장
11,사계 카페
11,불로초 흑돼지
11,그라 미니
11,장가네 일품 순두부 표선점
24,더큐브리조트 제주
11,돈돼지 흑돼지가든
9,레츠고 렌터카
10,시키
24,진 모텔
9,서귀포 매일 올레시장 공영주차장
7,제동목장
1,마리메 주차장
13,차귀도 달래 배낚시
24,호텔 메이저 2
13,서귀포 악기 도서관
11,꽃이피다앤 블로섬
12,씨유 렌터카
11,곽지 국시
6,상가리 야자숲
3,쇼트롱시네마
11,현무암 닭강정
12,유공 주유소
10,People
4,포토이즘박스 제주 연동점
12,도농 주유소
11,양혜정의 만능장
24,안도 스테이
11,보말이네
11,퍼시먼
11,미향 해장국 한림
4,태화탕
13,제주 실탄사격장
3,제주 자동차 극장
24,오조 숙녀 Sea
12,우도고고씽
24,제주 토끼
11,별돈별 중문 귤밭점
11,수가 성오 메기 떡
11,재주
7,두도 무지개 해안
12,제주공항
24,게 티 하우스
3,김정문알로에 알로에숲
4,에브리바디 빈티지 서귀포점
12,장동민의 크라우드 PC 서귀점
10,망고레이 천지연폭포점
6,목장카페드르쿰다
13,성읍 랜드
24,양옥집 소정원
7,법환포구
11,회 뜨는 집
11,푸르고
24,선이 못
4,풍년 순대 국밥
24,베드라디오 도두봉
11,우럭의 숲
11,다가미 한림점
10,레츠고 렌터카
11,산도 위치 제주본점
11,제주 횟집 애월 밤바다
11,손못
11,델에스테
11,플레이보6푸드코트
24,문스테이 대흘
10,비케이브
5,제주 부영 호텔 앤리조트
11,나라국밥
11,해를 품은 닭 표선점
22,바다마루펜션
11,표선 얼큰이와 피자 디노
10,북아 타임
24,씨사이드뷰 2
4,다이소 서귀포 중문점
10,세븐일레븐 제주용수해안로점
9,차귀도 달래 돌핀 뷰 배낚시
9,신도 보건 진료소 전기차 충전소
11,청년 감자탕 산남점
24,호텔 통 연동점
9,신동아아파트(B)
9,시민공원역 인천 2호선
9,검암역 인천 2호선
4,삼무공원
10,뉴월드마트 신제주점
11,바람벽에 흰 당나귀
24,블루마운틴 호텔
11,성산 혼술집 끝자락 부제
7,망루 등대
7,비양도 등대
5,우도 싸다 바이크
10,다이소 서귀포 남원점
10,바다를 본 돼지 제주 서귀포올레시장점
10,채우다
3,솟솟리버스
11,에이바우트 커피 칠성점
11,플로 웨이브
13,제주 레포츠 랜드
11,표선 닭 해장국
11,그리울 땐 제주
11,타코마
10,제주 담은
1,올레길 16코스(고내-광령 올레)
4,서울 떡볶이
4,한아름 정육마트
9,신양 주유소
11,일품 순두부 한림점
11,정희네 해물탕
11,마농 토스트
11,더벤티 서귀포올레시장점
24,월정 첼로 하우스펜션
11,CU 더 퍼스트 호텔점
9,평대 주유소
10,요망진 제주 월정점
11,제주 만두 김밥
4,좋은 수산
4,제주 보따리
11,녹동 만남의 광장
11,태백산 제주본점
8,이호 테우 해수풀장
4,칠성동
11,충민정
11,제주다
3,서귀포 유람선
11,제주 할망 밥상
12,용호 주유소
13,언더워터플레이
11,제주 소녀
10,파인이스트
11,돼지 굽는 정원
9,진도항 연안여객터미널
12,강윤정 소아청소년과 의원
10,문화 통닭
11,장수촌 순두부 정식
13,제주 어린이 교통공원
11,미백담
13,제주 융합과학 연구원 과학탐구체험관
11,최고다 돈가스 진도점
24,소소한 게스트하우스
4,바다 바래
11,조조모모
24,점보네 게스트하우스
13,도련 감귤나무숲
24,탐라는 애월
11,또똣부뚜막
6,새별 프렌즈
4,고와질
7,수월봉 전망대
11,제주 돔베 막국수
24,한림 회사 휴양소
11,뼈 대감
24,벨룸리조트
5,둔덕시골 농촌체험센터
13,외갓집 포도농원
11,베릴 제주
2,아르떼 뮤지엄 제주
11,두부 제주 협재(DUBUJeju Hyeopjae)
10,CU 제주 협재점
4,세븐일레븐 제주 아르떼 뮤지엄점
4,우무솝
2,성이시돌목장
10,더 아일랜더
10,세븐일레븐 제주 애월한담점
13,버릇 스파
9,용두암 렌터카
7,신비의도로
5,제주 카트 클럽
24,스테이 온룸
11,조은 기록
24,레드클레이 펜션
11,애월리 식당
12,새 중앙 사우나
11,이드레 국수
11,김녕빵집
11,돼지 삼 형제
4,매일 통닭
10,새로나 특산품 코너
10,CU 서귀포올레 중앙점
9,에이스 주유소
11,엠제이 돼지 본점
11,버킹엄 시청 1호점
11,파리바게뜨 오창 롯데캐슬점
11,하여금
12,롯데 렌터카 제주 국제공항지점
11,한라산 소갈비찜
1,해안 도로
6,오설록 티 뮤지엄
6,이니스프리 제주 하우스
11,엠버퓨어힐 호텔&리조트 더스톤바
11,굴세상 오창점
10,제주 pokemon store
6,메종글래드 제주 더 파티오 풀
10,제주 감성 소품 숍
10,텐바이텐 신에 주점
10,아트박스 제주 연동점
10,선물가게 바나나 신제주점
11,제주 부엌
24,스퀘어 베이
10,대정농협 본점
24,빈 하루
11,한스풀
11,전이랑 국수랑
11,제주 삼다 수산식당
11,더 콤마
11,함덕찜
11,오후 다섯시 두가지착각 조차도
12,락휴 코인 노래연습장 제주 함덕점
10,대원 오메기떡
24,비엔토 펜션
11,배 두시 광장
10,그시절그짬뽕
2,수월봉 전망대
11,흑돈향
11,중문 생선구이
4,숙성도 함덕점
12,레스트윗
11,엔제리너스 김해공항점
4,(주) 제주는 랑 제주고씨네
11,흑돈사
11,하르방 식당
11,컴포즈커피 태평로점
11,마루 밀면
11,등대와 바당
24,제이그랜드 호텔
4,한림수협
24,길리리조트
11,전복 죽일 번가
11,코메트 커피
11,옛 못 잊어 감자탕
4,카카오 스페이스 닷 원
11,한미숙 커피공방 본점
11,비자림길
5,제주 카약
9,스쿠터 천국
9,일광 주유소
11,머물다 정식
24,성산 아쿠아 비치호텔
11,미향 해장국 표선점
11,낭만 팥 집
2,기당미술관
11,노랑통닭 강정점
10,용진 사우나
4,일산 차병원 주차장
11,반월
11,코코메아
11,중문 횟집회 포장 센터 새벽 야시장
11,돈사돈 중문점
4,마트로 탑동점
11,성산흑돈쭐
11,은희네 해장국 성산점
11,프릳츠 제주 성산점
24,신신호텔 제주 오션
11,커피 스케치
12,도두동 무지개 해안도로
24,체크인 호텔
10,핀업 빈티지
4,제주공항 그때 그 집
12,온에어 PC방 제주본점
11,포포 가락국수
4,빽다방 제주 이호 테우점
11,아싸회
24,제주시 정실 6길 18-2번지
11,정담 국수
11,레이오버
11,선영이네 고기집
24,제주시 정실 6길 18-2
11,신화회 포차
7,금능해수욕장
11,나도섬이다
11,구좌상회
13,제라진 오프로드 제주캠프
7,김녕 바다해녀길
11,183편의점
11,카페 봉개
11,이 너무 드
24,라라보목
10,씨유 렌터카
9,해인 빌딩 주차장
10,투데이 케이크
24,히든힐호텔
4,오는정김밥
2,포도 뮤지엄
12,용담 주유소
10,유라고 케
11,지오네 키친
11,인뽕 사계
24,아루미 호텔 중문
11,구럼비나무
4,만달
24,서귀포호텔
1,하모해변
11,바다향
11,정직한 돈 중문점
11,돔베보이
11,루스트플레이스 서귀포점
11,은희네 해장국 노형점(더 제이원 코리아)
1,11고지 습지
11,금호제주리조트 호프 스낵
11,맥도날드 제주 서귀포 DT 점
5,화순금모래해수욕장 수영장
10,드림카츠
11,밀밀스
11,전복 왕
4,애플망고 1947
11,베이크샵스니프
24,IBK 기업은행 제주 수련관
11,하나 맘 김밥
13,소인국테마파크
13,소인국테마파크 내 디오라마 전시장
11,베이징덕
11,젤라떼리아섬
24,호텔 화인 제주
10,원흥 주유소 원흥동 지점
10,다이소 오목교점
10,금광주유소
10,GS칼텍스 해와 달 주유소
11,24시 한뚝수유국밥 수송점
10,GS25 군산 월명점
1,새만금 유람선
9,무녀도항
11,한 세월 식당
10,신흥 에너지 주유소
24,빅오쇼 게스트하우스
10,CU 여수 공화점
10,CU 곡성 압록점
10,구봉산 셀프주유소
9,여수 연안여객선 터미널
9,함구미
7,검바위
11,본동 식당
1,안도해수욕장
10,세븐일레븐 여수 금 오도점
7,비렁 다리
1,직포 해변
9,금오도 여천 여객터미널
9,금오도비렁길 여객터미널
24,쉼표 더하기 게스트하우스 여수점
11,싱싱 게장 마을
10,혼다 여수점
10,다이소 여수 종화점
10,관광 주유소
10,역전 셀프주유소
11,백제 기사식당
10,신광면 주유소
4,무드
4,미미 제주
11,강윤구스시야
1,닭머라 해안 길 1코스
10,세븐일레븐 제주 행원사거리점
9,더세이프 렌터카
12,SK 행복충전 성산 동부 가스충전소
11,평대 전복
11,롯지먼트
11,PUB 섬 노예
24,벼리 게스트하우스
11,미풍 해장국 구좌 세화점
10,삼무국수 서귀포점
11,맨도롱 해장국
1,올레길 5코스(남원-쇠소깍 올레)
13,옷 괴마 테마타운 승마장
11,몬스테라 다구리점
1,새섬공원
11,루체빌해밀 레스토랑
11,평대 우유차
12,포토 랩 플러스 함덕점
11,사굴 식당
11,고래의 바다
11,전망 좋은 횟집
1,용눈이오름
10,허니문하우스
11,착한 갈치
10,애플망고 제주 새벽 농장
11,벨롱벨롱
11,제주 면옥
11,커피마마 제주 연동점
11,성산 해촌
11,하와이안 비치 로스터리 카페
24,소롱 돌담집
5,김녕요트투어
10,피크닉엔 와인 함덕
4,블루에 베이글
11,타이거 커피 제주점
1,도리빨
11,카페 오노
4,GS25 이중섭거리점
10,CU 디아일랜드 호텔점
5,코코넛 서브 서핑스쿨
5,중문색달해수욕장
4,중문서핑스쿨&중문서핑샵
4,윤꽈배기
4,투빅 커피 동홍점
11,금능포구횟집
11,금별맥주 서귀포점
11,카페유디에이
11,오현 돼지불백
9,도두 셀프주유소
11,잉그리드
9,협재 포구
24,시재시재
11,협재 해물라면 오빠네
11,벚유
11,트라몬토 모슬포 본점
7,도두항서길-해안산책로
11,맥도날드 구미 옥계 DT 점
11,벌교 부용산 꼬막 식당
24,파크일 호텔 완도
4,완도 우성 종합 어 시장
4,완도농협 하나로마트 본점
1,완도타워
11,개성 순두부
2,완도 청해진 유적
9,완도항
24,섬이랑 나랑 펜션
4,완도 청산농협 하나로마트 본점
4,청해진 바다
13,청산 해양 치유공원
1,장기미 해변
12,봄의 왈츠 촬영지
10,CU 완도 청산도 점
4,파시 문화거리
9,도청한
1,땅끝 전망대
1,땅끝탑
11,땅끝 카페
11,신창손순대국밥
24,초원 오피스텔
7,유달산 일주 도로 및 둘레숲길 유달산 등산
10,세븐일레븐 목포신안비치호텔점
9,함평나비 휴게소 광주방향
1,수산동
11,모메존흑돼지
24,하도 36
1,새 물까
11,마티스
4,제주스럽닭 노형점
2,그리스신화 박물관
11,산도롱맨도롱
4,메종글래드 삼다정
4,레이지 펌프
11,일품 주꾸미
11,공주네 국수
11,엉클 프레즐 하우스
9,우도해양도립공원
11,우도로 93
24,우도피아 펜션
5,목장카페드르쿰다
6,제주 허브동산
6,점보빌리지
6,제주아트서커스
11,돈하르방
6,그리스신화 박물관
4,명월 국민학교
5,이호 해양레저
11,젤마씨
4,삼진 어묵 인 제주
10,코시 롱 보리빵
11,윤활
11,제주의 계절
10,세화씨문방구
11,한국 술집 피크 제주
24,평대 모살 코지
11,차 한 모금
11,베이글림림
5,동부 국민체육센터
11,평대 식당
11,당근과해녀
10,제주 만주
11,조가네 소머리국밥
24,베네치아 휴언
10,서쪽 하늘
11,면 뽑는 선생 만두 빚는 아내
11,정원 있는 마네
11,제주 고로
2,순례자의 교회
11,제주 풍년 식당
11,제주 고기국수 만세국수
24,제주공항
11,스타벅스 제주 외도 DT 점
1,연대 포구
11,오늘은 좋은 날
11,김밥천국 제주대학점
11,다다익고 정육점식당 신서귀포점
24,도두블루 파크시티아파트
11,으뜸 복어
11,제주도 해녀 세 자매
24,서귀포자연휴양림 담팔수 등
11,금악 정육식당
5,더마파크 
13,다이나믹메이즈 제주도성읍점
11,드르쿰다ATV in 상효
11,제주드림타워 그랜드 키친
12,그랜드 하얏트 제주
24,부티크 스테이 스놉
1,하얘 포구
4,제주 약수터 올레시장점
11,오멍가멍 흑돼지 본점
10,CU 제주 삼광 충전소점
11,숙성도 노형점 및 더 벤티
11,사계절 국수
11,CU 서부관광점
11,파파야
13,졸띠해변승마
11,제주 대게 회 타운
1,용담 포구
10,고사리 커피
9,중문 주유소
10,해성 정육 마트
24,제주 두 번째 집
11,동해수산 회센터
10,달콤다락
11,신창 해물라면 와랑 식탁
11,돈사돈 월정점
10,한동 주유소
11,여가루
10,제주도 아웃도어 본부 닷컴
11,돈이랑 정육점식당
11,정개
11,초밥 공장
10,펠롱잡화점
11,물회야
5,고양이 선장 카페
24,온더스톤 게스트하우스 2호점
10,CU 서귀포 월드컵점
11,봉수네 식당
11,옛날순대
7,완도해변공원
6,레이저 서바이벌 M
5,언더워터플레이 씨워킹
11,돈 65 흑돼지 중문 본점
6,제주신라호텔 수영장
11,연정 식당
24,건축학개론 펜션
11,성산 갈치 맛집
11,섭지코지 화덕피자
11,서광 우리 집 식당
11,흑돼지 고을
11,표선 하우다
11,신사 본가 송탄 부대찌개
11,스물다섯
11,문제 항아리
11,에이엠 11
13,청아 투명 카약
11,황금 초밥
11,강풍 해장국
12,구두 마포구
13,김녕요트투어
24,자유의지
1,다구리 문화 예술공원
9,제주 알프스 렌터카
3,김택환 미술관
10,다품종소량생산
11,미엘드세화
24,함덕 8길 5
11,삼구 회포장 센터
11,소복소복 횡성점
11,옛날 팥죽
5,서귀포산업과학고등학교 교육 마장
4,수망 다원
11,에코랜드 테마파크 피크닉가든역
6,다이나믹메이즈 제주도성읍점
11,산호 풍경
24,헤라 호텔 레오
11,노형 다방
6,수목원 테마파크 아이스뮤지엄
11,187센티 멘트
11,제주 귀덕 골방
11,리치망고 애월 본점
11,오드(ODE Music Bar)
11,컴포즈커피 제주공항 렌터카 점
24,뉴제주호텔
11,삼성혈 해물탕 본점
13,행원 해변
24,말에 콘
11,월정리 쇠막
24,설렘 게스트하우스 2호점
11,오복 수산 애월점
10,공항 자전거
11,대왕 해물짬뽕
11,우도 해녀식당
5,하우 마을 레저
13,노을 승마장
5,라인업 써프 하도
11,바이비
12,해송 주유소
12,제주 알프스 렌터카
10,탐나 마트 주공 3호점
11,원이네 냉산
24,뜰에하우스
11,에이바우트 커피 중문점
13,제주축산진흥원 제주마 방목지
4,보물선
10,파리바게뜨 제주 애월점
2,제주 월령리 선인장 군락
11,검은 쇠 몰고 오는
24,이길 스테이
11,피플 카페
1,말미 오름 입구
10,세븐일레븐 서귀포 성산시흥점
9,목화 식당 휴게소
7,오조 마을
1,대수산봉
7,온평포구
1,신풍 신천 바다목장길
7,신산리 마을카페
2,신산환해장성
11,분 식후경
1,통오름
1,독자봉
12,일광 주유소
11,달빛에 구운 고등어 제주이도점
11,마담도
11,돈사향 올레시장 본점
11,수진 돌솥밥
2,용머리해안
11,갈치 요리 전문점 만족한 상회
11,플레이팅
10,제스 코메트 서귀포지점
12,러브레시피 스튜디오
10,M:ul
11,제주 어멍 통갈치 제주공항 본점
11,순희네
1,구두 마포구
11,괸당포차
9,제주 프렌드 렌터카 통합 배반 차센터
11,제주 미작
11,블루크랩 제주
11,리부 아르
24,캄 kalm
7,오조포구
9,아띠랑스
4,윤슬
4,도그모루
7,어영소공원 화장실
9,제주 시청
24,나디아 펜션
1,제주 시범바다목장
11,기흥어물
11,서귀포시 축협 축산물 플라자 성산점
13,러브레시피 스튜디오
4,카페 그라나다 주차장
9,제주 국제공항 공항 전망대
9,플레이팅 제주 국제공항 2층점
1,섬 오름 해물라면 앞 이름 없는 해변
6,김녕 용암해수사우나
5,태웃개
11,웅담 식당
4,카페 숲 숲
4,선 헤어 아티스트 미용실
5,랄라 다이브
11,서문 뒷고기
24,너랑나랑 게스트하우스
11,더 리트리트
11,마지
6,무민 랜드 제주
24,호텔 징크
11,김해공항 국내선 3F 점
7,해 담해 변 산책로
4,올라 시장
10,숙성도 중문점
10,순두부엔 짬뽕
24,유메오르 펜션
11,태돈가
11,바당 국수
12,소노캄 제주
22,친구 숙소
11,성산 덕이네
13,피닉스 제주
4,더 컨테이너
1,법성사
7,제주올레 18코스 공식 안내소
10,김녕오라이
24,김녕해수욕장
24,붉은 오름 자연휴양림 숲속 야영장
10,폴라인 제주 평대점
11,영락 마을회관 국수 연동 본점
10,양대감
10,삼무곱창 흑돼지 연동점
11,탐앤탐스 김녕 아쿠아점
11,오야마
12,이마트 신제주점
24,미완성
11,단당류
11,인디고 인디즈
11,몽근 월정리점
10,달다 제주 소품숍
9,송악산 공영주차장
11,더베스트 제주성산
11,제주 흑돼지 복덩이
11,롯데리아 김포국제공항 국내선청사 4층점
8,제주동문시장
11,소노벨 제주 해난디
11,표선 갈치어장
11,한림 칼국수 표선점
24,마니주 펜션
7,도두봉공원
5,퐁당 제주
6,동부레저
11,백스비어 서귀포 성산점
24,김녕바이브
7,금호제주리조트
11,베게
12,빌리 바이크
11,성산포 흑돈 애
1,비케이브
11,코시롱
11,카페 언더 라운지 제주 함덕점
11,담백 함덕점
24,팜스 빌리지
1,곽지해수욕장 교육원 앞 주차장
11,협재이길
11,어둑
12,포토이즘박스 곽지해변점
11,카페훤
10,엘리사
11,이일 티오 카페
13,캐니언 파크 제주점
11,배가본드
24,제주베아툼스파앤풀빌라
11,고요히
11,소삼빵아잣시
24,스테이 셀레네
11,한라 전복 성산 본점
3,세포 인사이드 제주
11,칠돈가 제주공항 직영점
9,하우 마을 레저
12,원조 우도땅콩 아이스크림
24,블룸 호텔
11,스시 망고
11,BHC치킨 중문점
5,고포잇다이브 스쿠버다이빙
12,중문향아로마
11,그라나다
9,롯데리아 신김포공항점
11,남도 고기국수
11,벙커하우스
11,또시
11,삼총사 횟집 성산점
24,회사 숙소
13,우도 올레 보트
9,성산항 공영주차장 전기차 충전소
11,제주 수목원길
5,998서프
5,삼양해수욕장
24,달이머물다 게스트하우스
6,신화 돌담집
13,용머리해안
3,피겨 뮤지엄 제주
11,후프 바비큐
24,봄봄 게스트하우스
24,여행자 게스트하우스
11,몰고랑몸국
5,슬로 스텝 프리다이빙센터
11,모이세 해장국 중앙점
10,제주 i
9,우도 버스 매표소
24,제주담 스파빌
12,제주한라 렌터카
13,인카페 온 더 비치
8,함덕해수욕장
11,짬뽕의 정석
11,너울
10,협재해수욕장
9,제주한라 렌터카
10,연돈볼카츠 제주서 수점
11,직화로 협재 흑돼지
11,비양도 식당
11,금능낙원
11,좋은 자리
11,오늘도 회는 뜬다 1호점
11,그리며
11,용두암 엄마 해장국
11,아메리칸 트레일러 김포공항점
11,레이스 마카롱
11,식전 빵 장
11,아이엔엠엠
5,플레이 판포
11,더벤티 포항 도구점
11,일품 순두부 애월점
4,올리브영 제주 중문점
11,송이 반점
4,다이소 제주 애월점
11,곽지 곤지암 해장국
24,지미안 펜션
11,종달 삐삐 통닭
4,카페책자국
10,꽃길만걷자 성산본점
11,종달 사거리
11,하타 나카 연동점
24,호텔 B
24,제주도 게스트하우스 파티 간장남들
24,키썸 카라반
13,월령포구
11,소랑호젠 인 제주
11,플레이팅 제주 국제공항
7,CU 제주 동복점
4,아워아일랜드 아워제주
11,더시즈닝 제주 협재점
11,던킨 제주 연동점
24,머문공간 게스트하우스
11,라토커피 제주
11,제주 흑돈만 두
9,패밀리 렌터카 본사
11,오드리 김밥
5,우도 트래블러
4,해녀 김밥 본점
11,금자매식당
24,애월 담담
11,돌칼 롱 제주공항점
11,컴포즈커피 서귀포 일호광장점
2,산방산
24,제주도 소규모 게스트하우스
11,카페인
11,왕왕 순대국밥 몸국
4,동진 식당 본점
4,무무제주
11,용두네 해장국
11,목마
4,제주 소품 숍 올망
24,푸르다 오션 펜션
5,노을해안114
24,빌라비 하우스
11,일광 회 센터
11,명물 식당
11,삼보 식당
11,한치 앞도 모를 바다
11,베릴(카페)
5,씽씽 전기자전거
9,삼화석유 천마 주유소
9,JAR 렌터카
11,기억나는집
1,정모시 쉼터
24,서광이지
13,논짓물해변
10,마마들 마켓
11,제주 237카페
11,돈우촌숯불갈비
1,일출랜드
11,미향 해장국 성산점
7,피닉스 제주 해랑
24,신라호텔 제주
12,데드맨스케이
6,도치돌목장
24,소길 스테이
9,안덕면 사무소
1,속골
12,서귀포시 일터 나눔 자활센터 전기차 충전소
11,속골
24,아름다운 호야네
11,제주인화 찐빵
9,우도 도하선 대합실
11,휴예그리나
4,올리브영 제주 협재점
4,GS25 제주 협재점
10,현재 약국
11,금악핫도그
11,숲숲 포레스트
11,디바인 커피
13,지미 수우도 보트 관광
11,팔길
10,오월에 제주
24,그랜드메르 호텔 제주
11,애월 연탄집 서귀포점
10,CU 예래 반딧불이 점
11,카오루
2,바이나흐튼 크리스마스 박물관
11,파라다이스회관
24,초록 초록
11,봉 카페
4,베지근국수
1,구좌읍 근처 해변
11,애월 후식
11,더키친 글러
11,오만 과자점
11,초특급 비빔국수
11,쉬어가
11,창작 일식 요리엔
11,제주공항 플레이 라운지
11,제주 어멍국수 본점
1,제주의 제주마
11,정우 말 가든
11,김복남맥주 서귀포점
11,섭지코지 올래 맛집 서귀포 본점
12,애월 해안도로
11,왕 이모네 식당
24,글라애월
11,수망 다원
1,수목원길 야시장
12,스타벅스 제주 용담 DT 점 제주 용마 마을 정류소
11,오공복이
12,하나은행 당산 금융센터
24,마코다이브
9,보목포구
5,제주 다이브리조트
11,귤밭사이로수제돈가스
9,서귀포항
11,88돼지국밥
11,석경 초밥
5,크로스핏 시그넷 동흥점
11,자리돔 횟집
5,제주도 서핑 숍 비친 서프
11,너와의 첫 여행
13,도두해녀의집
24,캠퍼트리 호텔 앤리조트
11,어박사 애월점
9,김포공항 민영 airparking
11,목포 고을
11,달 페이지
11,성산 갯마을
24,공세 미온
4,스타벅스 제주 삼화 DT점
11,구두 밑
10,GS25 제주 보목점
11,오뚝이 빵집
11,오늘은 녹차 한 잔
11,바나나 정육식점
3,까치상사
11,코소롱
5,브랭섬홀 아시아 아이스링크
10,센스옵틱룸
11,앤드유 카페
11,무슈 부부 커피 스탠드 무릉
6,제주신화 월드 서머셋
10,지기 내
1,남원포구
1,진달래도
11,세계의 가정식
11,서홍 정원
3,소암기념관
11,빽다방 서귀포동홍중앙점
4,기억해 제주
13,용인농촌테마파크
1,내동마을 연꽃 단지
13,삼성화재 모빌리티 뮤지엄
11,코끼리 왕만두 본점
10,금풍양조장
11,올레 왕갈치 서귀포 올레시장점
13,Ark 제주바다목장 체험관
4,문의 청남대 휴게소 청주 방향
9,뉴스마트파킹
11,평대여카페
11,내 손에 쏙 물회 제주
11,초리
11,남문당
11,폴바셋 제주이호DT점
11,각 지불
13,파우사
24,포엠 모텔
11,삼각 포차
24,그린드시펜션
11,피닉스 제주 코지
13,목장카페드르쿰다 카트
4,공항흑돼지 시청그때그집
11,하르방 밀면 노형점
12,레츠고 렌터카
6,블룸 호텔 수영장
4,서귀포 매일 올레시장 공영주차장
9,계명대학교 정문 건너 버스정류장
11,블룸 호텔
12,신라호텔제주 전기차 충전소
4,제주 한치 빵 우도점
9,대구국제공항 건너 버스정류장
11,선더 치킨 계명대학교 정문점
11,불닭 공장 서귀포 신시가지점
11,AM11
10,스트롱베리
10,도묘 상점
24,큐티파이 호텔
11,애월 삼육공 본점 숙성흑돼지
11,섭지코지 올래 맛집
11,나온터 횟집
24,제주 센트럴파크 레지던스
7,제주 센트럴파크
11,강명순 샤부샤부
10,다이소 제주 연동점
10,제스 코메트 신제주점
1,라마다플라자 제주호텔
5,제주종합 경기장 실내수영장
10,파리바게뜨 제주삼다점
11,메콩 스카이
13,법환포구
5,메종글래드 제주 더 파티오 풀
11,GS25 S9 김포공항 역점
11,모 자심
10,더블유
4,올레 강민
11,알동네집 화순점
11,노형한빛 식당
11,역전 할머니 송정역점
24,한림읍 동명시 1466-1
11,크리스털 허즈 The Crystal Hers
4,수목원 테마파크
5,블랙스톤 제주 CC
11,제주 흑돼지와 전복 본점
6,JW 메리어트 제주리조트 스파
1,오설록 본사
11,혼자
12,소길리 복지 회관
4,골목 카페 옥수
11,오만 정성 본점
11,낭쿰낭쿰 산방산점
1,송악산 주차장
9,한림공원 인근 공영주차장 전기차 충전소
11,봉덕 뜨락
11,현커피
9,제주동문재래시장 공영주차장
12,더클리프
4,베르니 모텔
10,제주 소품 숍 모이소
11,베릴
11,연동 마라도 횟집
11,머물
11,정글북 바이 앨리스
5,비양도 망대
7,훈데르트바서 파크
11,제주도의 푸른 밤
3,소랑 사진관
4,동문시장
7,절물자연휴양림 장생의 숲길
7,안덕계곡
24,서귀포자연휴양림
11,모록 밭
10,올레 전기차
11,연이네
11,대촌회 미락
1,제주축산진흥원 제주마 방목지
4,토속음식 한 고집
11,스타벅스 염창역점
12,소사역 1호선
24,스테이 상상
11,월하객잔
11,올데이 피자 서비스
11,유코 식당
11,달비치
4,블링 제주
13,제주도 서핑 숍 문서 프
11,무화과 한 입
11,몬트락
24,알로하 호텔
24,구름비나
5,아이존 펍
7,별도봉
11,써브웨이 양천향교역점
9,제주 타요 렌터카
11,만복 흑돼지
24,미들도어
11,LIKE EGG
11,귤바테
24,메종드 오조락
4,시티 오브 드림즈 제주점
11,정체불명
4,파리바게뜨 제주공항 탑승점
11,롯데마트 김포공항점
11,블랙 피그
7,서귀포 시청 제1청사
1,솜반천
1,직장샘
1,산지물 물놀이장
7,동홍천 힐링 길
11,솜반내횟집
11,함덕 수산시장
24,작은 한 개 민박
9,썬 렌터카
11,흑심과
7,싱에게 물(신게 물)
11,혼디인2714
24,그날 저지
24,모던 테라스
11,카페 더콘 태나
11,본돈
6,논짓물해변
4,속골
11,삿포로 가락국숫집 본점
11,팽조 팽조 뮤직 타운
11,새로나 분식
3,제주맥주 양조장
11,솥 마루
9,가람 주차장
11,강촌 숯불닭갈비 제주본점
11,강정 중국집
24,채어 우리네 펜션
12,이마트 서귀포점
7,서귀포 해안 길
13,세계 술 박물관
7,제주 해안로 751로
4,이어돈 함덕 그 첫 번째 이야기
8,제주 성읍마을
6,상효인 수목원
24,강정 누림 펜션
11,제주도 김밥 한수풀 김밥
10,한림공원
11,펀비어킹 구로 신도림 크라운빌점
24,또시오라
11,하도 핑크
12,뉴월스튜디오
11,이너프
11,협재 리브 와일드 바앤 키친
24,라림부띠끄호텔
11,제주 운정이네
7,성이시돌목장
11,모루쿠다 올레시장점
10,삼화 마트
24,캠핑
24,롯데 ATM 세븐일레븐 서귀 포더 포그에(CD)
13,오조 레저파크
11,괸당집 성산점
24,곽지로 온
12,한라산 렌터카
4,곱들락
11,푸딩푸딩
11,와썹비치하우스
11,왕뼈 사랑
11,조간대
11,금복식당
11,아메리칸에 그 샌드 롯데몰 김포공항점
10,제주동문재래 야시장
10,롯데마트 김포공항점
11,애월로 1길 25 카페 봄날
1,마라도 가는 여객선
11,원조 마라도 짜장면집
11,이창명 짜장면 시키신 분
11,탐라 밸리
24,센터포인트엔
11,김포공항 배꼽미소
9,도농역 경의 중앙선
24,아롬타롬하우스
10,GS25 제주 함덕점
3,선녀와 나무꾼 테마공원
2,도두봉
9,우현 주차장
5,인카페 온 더 비치
4,소길별하
24,일레인 호텔
11,볼스 카페
24,스테이 구두점
11,예소담
11,실비라면
1,용암 해안도로 바이제주
24,제주아비앙또
11,제주물
13,제주 불빛 정원
4,보통 청춘 기록실 청춘사진관
4,돌담 땅콩 국수
24,심플 토산
11,교래흑돼지 표선점
11,제주의 별
5,세화 전동바이크
9,용마 마을 정류장
5,범서프
24,삼양 펜션
11,오직 흑돼지 공항 본점
11,레이지 펌프
10,제라헌
4,삼양 우숙이앤 인생게장
